Link,Name,Brand,Gender,Top_Notes,Mid_Notes,Base_Notes,Rating,Year,Category,Longevity,All_Notes,Notes
https://www.fragrantica.com/perfume/Kayali-Fragrances/Invite-Only-Amber-23-68958.html,Invite Only Amber | 23,Kayali Fragrances,women and men,"Tobacco Leaf, Sour Cherry, Honey, Chocolate, Hazelnut","Ceylon Cinnamon, May Rose, Damask Rose, Citrus Leaf","Amber, Agarwood, Oud, Vanilla, Benzoin, Sandalwood, Patchouli, Musk, Cypriol Oil, Nagarmotha",3.73,2021,gourmand,3.337,"Tobacco Leaf, Sour Cherry, Honey, Chocolate, Hazelnut, Ceylon Cinnamon, May Rose, Damask Rose, Citrus Leaf, Amber, Agarwood, Oud, Vanilla, Benzoin, Sandalwood, Patchouli, Musk, Cypriol Oil, Nagarmotha","['Tobacco Leaf', 'Sour Cherry', 'Honey', 'Chocolate', 'Hazelnut', 'Ceylon Cinnamon', 'May Rose', 'Damask Rose', 'Citrus Leaf', 'Amber', 'Agarwood', 'Oud', 'Vanilla', 'Benzoin', 'Sandalwood', 'Patchouli', 'Musk', 'Cypriol Oil', 'Nagarmotha']"
https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Red-18598.html,Polo Red,Ralph Lauren,men,"Cranberry, Grapefruit, Italian Lemon","Saffron, Sage","Amber, Coffee, Woodsy Notes",3.88,2013,citrus,2.803,"Cranberry, Grapefruit, Italian Lemon, Saffron, Sage, Amber, Coffee, Woodsy Notes","['Cranberry', 'Grapefruit', 'Italian Lemon', 'Saffron', 'Sage', 'Amber', 'Coffee', 'Woodsy Notes']"
https://www.fragrantica.com/perfume/Chanel/Chanel-No-5-L-Eau-38543.html,Chanel No 5 L'Eau,Chanel,women,"Aldehydes, Lemon, Neroli, Mandarin Orange, Bergamot, Orange, Lime","Ylang, Ylang, Jasmine, May Rose","White Musk, Orris Root, Cedar, Vanila",4.13,2016,citrus,2.808,"Aldehydes, Lemon, Neroli, Mandarin Orange, Bergamot, Orange, Lime, Ylang, Ylang, Jasmine, May Rose, White Musk, Orris Root, Cedar, Vanila","['Aldehydes', 'Lemon', 'Neroli', 'Mandarin Orange', 'Bergamot', 'Orange', 'Lime', 'Ylang', 'Ylang', 'Jasmine', 'May Rose', 'White Musk', 'Orris Root', 'Cedar', 'Vanila']"
https://www.fragrantica.com/perfume/Orto-Parisi/Boccanera-24195.html,Boccanera,Orto Parisi,women and men,"Chili Pepper, Black Pepper, Ginger, Cacao Pod",Jasmine,"Chocolate, Musk, Leather, Animal, Cedar, Patchouli, Vanilla, Sugar",3.97,2014,warm spicy,4.083,"Chili Pepper, Black Pepper, Ginger, Cacao Pod, Jasmine, Chocolate, Musk, Leather, Animal, Cedar, Patchouli, Vanilla, Sugar","['Chili Pepper', 'Black Pepper', 'Ginger', 'Cacao Pod', 'Jasmine', 'Chocolate', 'Musk', 'Leather', 'Animal', 'Cedar', 'Patchouli', 'Vanilla', 'Sugar']"
https://www.fragrantica.com/perfume/Chanel/Allure-Homme-Edition-Blanche-Eau-de-Parfum-28942.html,Allure Homme Edition Blanche Eau de Parfum,Chanel,men,"Lemon, Bergamot","Sandalwood, Woody Notes","Madagascar Vanilla, Vetiver",4.55,2014,citrus,3.154,"Lemon, Bergamot, Sandalwood, Woody Notes, Madagascar Vanilla, Vetiver","['Lemon', 'Bergamot', 'Sandalwood', 'Woody Notes', 'Madagascar Vanilla', 'Vetiver']"
https://www.fragrantica.com/perfume/Tom-Ford/Eau-de-Soleil-Blanc-48152.html,Eau de Soleil Blanc,Tom Ford,women and men,"Bitter Orange, Neroli, Bergamot, Citron, Pistachio, Petitgrain, Cardamom, Pink Pepper, Caraway","Tuberose, Tunisian Orange Blossom, Ylang, Ylang, Jasmine, Galbanum","Coconut, Vanilla, Tonka Bean, Amber, Benzoin",4.09,2018,citrus,2.916,"Bitter Orange, Neroli, Bergamot, Citron, Pistachio, Petitgrain, Cardamom, Pink Pepper, Caraway, Tuberose, Tunisian Orange Blossom, Ylang, Ylang, Jasmine, Galbanum, Coconut, Vanilla, Tonka Bean, Amber, Benzoin","['Bitter Orange', 'Neroli', 'Bergamot', 'Citron', 'Pistachio', 'Petitgrain', 'Cardamom', 'Pink Pepper', 'Caraway', 'Tuberose', 'Tunisian Orange Blossom', 'Ylang', 'Ylang', 'Jasmine', 'Galbanum', 'Coconut', 'Vanilla', 'Tonka Bean', 'Amber', 'Benzoin']"
https://www.fragrantica.com/perfume/Kayali-Fragrances/Vanilla-Royale-Sugared-Patchouli-64-Eau-De-Parfum-Intense-77430.html,Vanilla Royale Sugared Patchouli | 64 Eau De Parfum Intense,Kayali Fragrances,women and men,"Rum, Vanilla Orchid, Jasmine","Vanilla, Creme Brulee, Spicy Notes, Tonka Bean, Leather, Rose","Patchouli, Brown, Agarwood, Oud, Sugar, Amber, Musk",3.88,2022,gourmand,3.507,"Rum, Vanilla Orchid, Jasmine, Vanilla, Creme Brulee, Spicy Notes, Tonka Bean, Leather, Rose, Patchouli, Brown, Agarwood, Oud, Sugar, Amber, Musk","['Rum', 'Vanilla Orchid', 'Jasmine', 'Vanilla', 'Creme Brulee', 'Spicy Notes', 'Tonka Bean', 'Leather', 'Rose', 'Patchouli', 'Brown', 'Agarwood', 'Oud', 'Sugar', 'Amber', 'Musk']"
https://www.fragrantica.com/perfume/Zoologist-Perfumes/Penguin-88917.html,Penguin,Zoologist Perfumes,women and men,"Ice, Ozonic","Pink Pepper, Saffron, Labdanum","Suede, Moss, Musk, Sandalwood",3.93,2024,woody,3.471,"Ice, Ozonic, Pink Pepper, Saffron, Labdanum, Suede, Moss, Musk, Sandalwood","['Ice', 'Ozonic', 'Pink Pepper', 'Saffron', 'Labdanum', 'Suede', 'Moss', 'Musk', 'Sandalwood']"
https://www.fragrantica.com/perfume/Byredo/Black-Saffron-16220.html,Black Saffron,Byredo,women and men,"Saffron, Juniper Berries, Chinese Grapefruit","Leather, Black Violet","Raspberry, Cashmeran, Vetiver",3.93,2012,fruity,3.289,"Saffron, Juniper Berries, Chinese Grapefruit, Leather, Black Violet, Raspberry, Cashmeran, Vetiver","['Saffron', 'Juniper Berries', 'Chinese Grapefruit', 'Leather', 'Black Violet', 'Raspberry', 'Cashmeran', 'Vetiver']"
https://www.fragrantica.com/perfume/Valentino/Valentino-Uomo-Intense-2021-75094.html,Valentino Uomo Intense 2021,Valentino,men,"Mandarin Orange, Nutmeg","Juniper, Sage","Iris, Vanilla, Leather, Tonka Bean, Patchouli",4.68,2021,aromatic,3.793,"Mandarin Orange, Nutmeg, Juniper, Sage, Iris, Vanilla, Leather, Tonka Bean, Patchouli","['Mandarin Orange', 'Nutmeg', 'Juniper', 'Sage', 'Iris', 'Vanilla', 'Leather', 'Tonka Bean', 'Patchouli']"
https://www.fragrantica.com/perfume/Montale/Ristretto-Intense-Cafe-55001.html,Ristretto Intense Café,Montale,women and men,"Coffee, Turkey Red Rose","Roasted Coffee Beans, French Rose, Woodsy Notes","Vanilla, Caramel, White Musk, Amber",4.12,2019,warm spicy,4.061,"Coffee, Turkey Red Rose, Roasted Coffee Beans, French Rose, Woodsy Notes, Vanilla, Caramel, White Musk, Amber","['Coffee', 'Turkey Red Rose', 'Roasted Coffee Beans', 'French Rose', 'Woodsy Notes', 'Vanilla', 'Caramel', 'White Musk', 'Amber']"
https://www.fragrantica.com/perfume/Ariana-Grande/R-E-M-62578.html,R.E.M.,Ariana Grande,women,"Zefir, Caramel, Salt, Fig, Quince","Lavender, Pear Blossom","Musk, Tonka Bean, Sandalwood",3.92,2020,gourmand,2.841,"Zefir, Caramel, Salt, Fig, Quince, Lavender, Pear Blossom, Musk, Tonka Bean, Sandalwood","['Zefir', 'Caramel', 'Salt', 'Fig', 'Quince', 'Lavender', 'Pear Blossom', 'Musk', 'Tonka Bean', 'Sandalwood']"
https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Classique-427.html,Classique,Jean Paul Gaultier,women,"Orange Blossom, Star Anise, Rose, Mandarin Orange, Pear, Bergamot","Ylang, Ylang, Ginger, Orchid, Iris, Tuberose, Plum","Vanilla, Amber, Musk, Cinnamon, Sandalwood",3.92,1993,gourmand,3.82,"Orange Blossom, Star Anise, Rose, Mandarin Orange, Pear, Bergamot, Ylang, Ylang, Ginger, Orchid, Iris, Tuberose, Plum, Vanilla, Amber, Musk, Cinnamon, Sandalwood","['Orange Blossom', 'Star Anise', 'Rose', 'Mandarin Orange', 'Pear', 'Bergamot', 'Ylang', 'Ylang', 'Ginger', 'Orchid', 'Iris', 'Tuberose', 'Plum', 'Vanilla', 'Amber', 'Musk', 'Cinnamon', 'Sandalwood']"
https://www.fragrantica.com/perfume/Chanel/Chance-Eau-Tendre-Eau-de-Parfum-52359.html,Chance Eau Tendre Eau de Parfum,Chanel,women,"Quince, Grapefruit","Rose, Jasmine",White Musk,4.22,2019,citrus,3.073,"Quince, Grapefruit, Rose, Jasmine, White Musk","['Quince', 'Grapefruit', 'Rose', 'Jasmine', 'White Musk']"
https://www.fragrantica.com/perfume/Diptyque/Philosykos-Eau-de-Toilette-72040.html,Philosykos Eau de Toilette,Diptyque,women and men,Fig,Fig Leaf,Fig Tree,4.28,1996,green,2.528,"Fig, Fig Leaf, Fig Tree","['Fig', 'Fig Leaf', 'Fig Tree']"
https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Van-Py-Rhum-74243.html,Van Py Rhum,Lorenzo Pazzaglia,women and men,"Bourbon Vanilla, Madagascar Vanilla, Tahitian Vanilla, Vanilla, Rum, Tonka Bean","Vanilla, Caramel, Patchouli, White Flowers","Black Vanilla Husk, Rum, Indonesian Patchouli Leaf, Agarwood, Oud",4.27,2022,gourmand,4.27,"Bourbon Vanilla, Madagascar Vanilla, Tahitian Vanilla, Vanilla, Rum, Tonka Bean, Vanilla, Caramel, Patchouli, White Flowers, Black Vanilla Husk, Rum, Indonesian Patchouli Leaf, Agarwood, Oud","['Bourbon Vanilla', 'Madagascar Vanilla', 'Tahitian Vanilla', 'Vanilla', 'Rum', 'Tonka Bean', 'Vanilla', 'Caramel', 'Patchouli', 'White Flowers', 'Black Vanilla Husk', 'Rum', 'Indonesian Patchouli Leaf', 'Agarwood', 'Oud']"
https://www.fragrantica.com/perfume/Valentino/Voce-Viva-62754.html,Voce Viva,Valentino,women,"Mandarin Orange, Bergamot, Ginger","Orange Blossom, Gardenia","Vanilla, Tonka Bean, Musk, Sandalwood, Oakmoss",3.72,2020,citrus,3.049,"Mandarin Orange, Bergamot, Ginger, Orange Blossom, Gardenia, Vanilla, Tonka Bean, Musk, Sandalwood, Oakmoss","['Mandarin Orange', 'Bergamot', 'Ginger', 'Orange Blossom', 'Gardenia', 'Vanilla', 'Tonka Bean', 'Musk', 'Sandalwood', 'Oakmoss']"
https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Blessed-Baraka-30991.html,Blessed Baraka,Initio Parfums Prives,women and men,,,"Amber, Sandalwood, Musk, Vanilla, White Flowers",4.19,2015,woody,3.889,"Amber, Sandalwood, Musk, Vanilla, White Flowers","['Amber', 'Sandalwood', 'Musk', 'Vanilla', 'White Flowers']"
https://www.fragrantica.com/perfume/Xerjoff/More-Than-Words-16450.html,More Than Words,Xerjoff,women and men,,,"Agarwood Oud , Fruity Notes, Floral Notes, Oriental Notes, Ambergris, Woody Notes, Olibanum Frankincense , Labdanum",4.05,2012,fruity,4.347,"Agarwood Oud , Fruity Notes, Floral Notes, Oriental Notes, Ambergris, Woody Notes, Olibanum Frankincense , Labdanum","['Agarwood Oud ', 'Fruity Notes', 'Floral Notes', 'Oriental Notes', 'Ambergris', 'Woody Notes', 'Olibanum Frankincense ', 'Labdanum']"
https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Platine-Prive-80691.html,LHomme Idéal Platine Privé,Guerlain,men,"Grapefruit, Bergamot","Green Almond, Neroli","Musk, Vetiver",4.44,2023,citrus,3.066,"Grapefruit, Bergamot, Green Almond, Neroli, Musk, Vetiver","['Grapefruit', 'Bergamot', 'Green Almond', 'Neroli', 'Musk', 'Vetiver']"
https://www.fragrantica.com/perfume/Bvlgari/Omnia-Crystalline-152.html,Omnia Crystalline,Bvlgari,women,"Bamboo, Pear","Lotus, Tea, Cassia","Musk, Guaiac Wood, Oakmoss",4.01,2005,woody,2.892,"Bamboo, Pear, Lotus, Tea, Cassia, Musk, Guaiac Wood, Oakmoss","['Bamboo', 'Pear', 'Lotus', 'Tea', 'Cassia', 'Musk', 'Guaiac Wood', 'Oakmoss']"
https://www.fragrantica.com/perfume/Nest/Indigo-26845.html,Indigo,Nest,women and men,"Fig, Bergamot","Tea, Cardamom",Cashmere Wood,4.18,2014,woody,2.96,"Fig, Bergamot, Tea, Cardamom, Cashmere Wood","['Fig', 'Bergamot', 'Tea', 'Cardamom', 'Cashmere Wood']"
https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-10573.html,Jimmy Choo,Jimmy Choo,women,"Pear, Mandarin Orange, Green Notes",Orchid,"Toffee, Patchouli",3.79,2011,gourmand,3.428,"Pear, Mandarin Orange, Green Notes, Orchid, Toffee, Patchouli","['Pear', 'Mandarin Orange', 'Green Notes', 'Orchid', 'Toffee', 'Patchouli']"
https://www.fragrantica.com/perfume/SpongeBob-Squarepants/SpongeBob-28286.html,SpongeBob,SpongeBob Squarepants,women and men,"Melon, Lemon, Grapefruit","Sea Notes, Rosemary","Musk, Woodsy Notes",4.9,,aromatic,4.889,"Melon, Lemon, Grapefruit, Sea Notes, Rosemary, Musk, Woodsy Notes","['Melon', 'Lemon', 'Grapefruit', 'Sea Notes', 'Rosemary', 'Musk', 'Woodsy Notes']"
https://www.fragrantica.com/perfume/Amouage/Beach-Hut-Man-46336.html,Beach Hut Man,Amouage,men,"Mint, Galbanum, Orange Blossom","Ivy, Vetiver, Moss","Woody Notes, Myrrh, Patchouli",4.2,2017,green,4.149,"Mint, Galbanum, Orange Blossom, Ivy, Vetiver, Moss, Woody Notes, Myrrh, Patchouli","['Mint', 'Galbanum', 'Orange Blossom', 'Ivy', 'Vetiver', 'Moss', 'Woody Notes', 'Myrrh', 'Patchouli']"
https://www.fragrantica.com/perfume/Montblanc/Legend-Eau-de-Parfum-62583.html,Legend Eau de Parfum,Montblanc,men,"Violet Leaves, Bergamot","Woodsy Notes, Jasmine, Magnolia","Oakmoss, Leather",4.22,2020,woody,3.403,"Violet Leaves, Bergamot, Woodsy Notes, Jasmine, Magnolia, Oakmoss, Leather","['Violet Leaves', 'Bergamot', 'Woodsy Notes', 'Jasmine', 'Magnolia', 'Oakmoss', 'Leather']"
https://www.fragrantica.com/perfume/Versace/Versace-Pour-Homme-Oud-Noir-17338.html,Versace Pour Homme Oud Noir,Versace,men,"Black Pepper, Bitter Orange, Neroli","Saffron, Cardamom, Olibanum","Agarwood, Oud, Patchouli, Leatherwood",4.23,2013,warm spicy,3.212,"Black Pepper, Bitter Orange, Neroli, Saffron, Cardamom, Olibanum, Agarwood, Oud, Patchouli, Leatherwood","['Black Pepper', 'Bitter Orange', 'Neroli', 'Saffron', 'Cardamom', 'Olibanum', 'Agarwood', 'Oud', 'Patchouli', 'Leatherwood']"
https://www.fragrantica.com/perfume/Salvatore-Ferragamo/Uomo-Salvatore-Ferragamo-Signature-50797.html,Uomo Salvatore Ferragamo Signature,Salvatore Ferragamo,men,"Pink Pepper, Italian Mandarin, Grapefruit","Cinnamon, Cardamom, Cypress","Tonka Bean, Leather, Roasted Coffee Beans, Patchouli",4.29,2018,warm spicy,3.654,"Pink Pepper, Italian Mandarin, Grapefruit, Cinnamon, Cardamom, Cypress, Tonka Bean, Leather, Roasted Coffee Beans, Patchouli","['Pink Pepper', 'Italian Mandarin', 'Grapefruit', 'Cinnamon', 'Cardamom', 'Cypress', 'Tonka Bean', 'Leather', 'Roasted Coffee Beans', 'Patchouli']"
https://www.fragrantica.com/perfume/Burberry/Touch-for-Men-815.html,Touch for Men,Burberry,women and men,"Violet Leaf, Artemisia, Mandarin Orange","White Pepper, Cedar, Nutmeg","White Musk, Tonka Bean, Vetiver",4.01,2000,musky,3.221,"Violet Leaf, Artemisia, Mandarin Orange, White Pepper, Cedar, Nutmeg, White Musk, Tonka Bean, Vetiver","['Violet Leaf', 'Artemisia', 'Mandarin Orange', 'White Pepper', 'Cedar', 'Nutmeg', 'White Musk', 'Tonka Bean', 'Vetiver']"
https://www.fragrantica.com/perfume/Givenchy/Gentleman-Eau-de-Toilette-Intense-65051.html,Gentleman Eau de Toilette Intense,Givenchy,men,"Cardamom, Basil, Bergamot","Iris, Cypress","Coumarin, Cedar",4.36,2021,woody,3.545,"Cardamom, Basil, Bergamot, Iris, Cypress, Coumarin, Cedar","['Cardamom', 'Basil', 'Bergamot', 'Iris', 'Cypress', 'Coumarin', 'Cedar']"
https://www.fragrantica.com/perfume/Diptyque/Do-Son-Eau-de-Toilette-6501.html,Do Son Eau de Toilette,Diptyque,women,"African Orange Flower, Iris, Rose","Tuberose, Pink Pepper","Musk, Benzoin",3.95,2005,musky,3.122,"African Orange Flower, Iris, Rose, Tuberose, Pink Pepper, Musk, Benzoin","['African Orange Flower', 'Iris', 'Rose', 'Tuberose', 'Pink Pepper', 'Musk', 'Benzoin']"
https://www.fragrantica.com/perfume/Hermes/Twilly-d-Hermes-46145.html,Twilly dHermès,Hermès,women,"Ginger, Bitter Orange, Bergamot","Tuberose, Orange Blossom, Jasmine","Sandalwood, Vanilla",3.72,2017,warm spicy,3.373,"Ginger, Bitter Orange, Bergamot, Tuberose, Orange Blossom, Jasmine, Sandalwood, Vanilla","['Ginger', 'Bitter Orange', 'Bergamot', 'Tuberose', 'Orange Blossom', 'Jasmine', 'Sandalwood', 'Vanilla']"
https://www.fragrantica.com/perfume/Theodoros-Kalotinis/Coffee-Addict-64660.html,Coffee Addict,Theodoros Kalotinis,women and men,,,"Coffee, Caramel, Vanilla, Cacao Pod",4.25,2020,warm spicy,3.639,"Coffee, Caramel, Vanilla, Cacao Pod","['Coffee', 'Caramel', 'Vanilla', 'Cacao Pod']"
https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Media-Cologne-Forte-82030.html,Aqua Media Cologne Forte,Maison Francis Kurkdjian,women and men,"Verbena, Bergamot","Fennel, Hedione","Matcha Tea, Musk, Woodsy Notes",3.83,2023,citrus,2.989,"Verbena, Bergamot, Fennel, Hedione, Matcha Tea, Musk, Woodsy Notes","['Verbena', 'Bergamot', 'Fennel', 'Hedione', 'Matcha Tea', 'Musk', 'Woodsy Notes']"
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Ajayeb-Dubai-Portrait-84222.html,Ajayeb Dubai Portrait,Lattafa Perfumes,women and men,"Orange, Lemon","Mango, Osmanthus, Jasmine","Oud, Sandalwood, Musk, Amber",3.96,2023,fruity,3.21,"Orange, Lemon, Mango, Osmanthus, Jasmine, Oud, Sandalwood, Musk, Amber","['Orange', 'Lemon', 'Mango', 'Osmanthus', 'Jasmine', 'Oud', 'Sandalwood', 'Musk', 'Amber']"
https://www.fragrantica.com/perfume/Kenzo/Kenzo-Amour-664.html,Kenzo Amour,Kenzo,women,"Rice, White Tea","Frangipani, Cherry Blossom, Heliotrope","Vanille, Incense, Musk, Thanaka Wood",4.12,2006,floral,3.478,"Rice, White Tea, Frangipani, Cherry Blossom, Heliotrope, Vanille, Incense, Musk, Thanaka Wood","['Rice', 'White Tea', 'Frangipani', 'Cherry Blossom', 'Heliotrope', 'Vanille', 'Incense', 'Musk', 'Thanaka Wood']"
https://www.fragrantica.com/perfume/Jo-Malone-London/Scarlet-Poppy-Intense-64551.html,Scarlet Poppy Intense,Jo Malone London,women and men,"Ambrette, Musk Mallow","Orris, Fig, Poppy","Tonka Bean, Heliotrope, Barley",4.24,2020,floral,3.019,"Ambrette, Musk Mallow, Orris, Fig, Poppy, Tonka Bean, Heliotrope, Barley","['Ambrette', 'Musk Mallow', 'Orris', 'Fig', 'Poppy', 'Tonka Bean', 'Heliotrope', 'Barley']"
https://www.fragrantica.com/perfume/Hermes/Un-Jardin-en-Mediterranee-19.html,Un Jardin en Méditerranée,Hermès,women and men,"Bergamot, Lemon, Mandarin Orange","Orange Blossom, White Nerium Oleander","Fig Leaf, Cypress, Red Cedar, Juniper, Pistachio, Musk",4.16,2003,aromatic,3.001,"Bergamot, Lemon, Mandarin Orange, Orange Blossom, White Nerium Oleander, Fig Leaf, Cypress, Red Cedar, Juniper, Pistachio, Musk","['Bergamot', 'Lemon', 'Mandarin Orange', 'Orange Blossom', 'White Nerium Oleander', 'Fig Leaf', 'Cypress', 'Red Cedar', 'Juniper', 'Pistachio', 'Musk']"
https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Juliette-90396.html,Juliette,Juliette Has A Gun,women,"Sour Cherry, Pink Pepper",Jasmine,"Cashmeran, Tonka Bean",3.47,2024,gourmand,2.861,"Sour Cherry, Pink Pepper, Jasmine, Cashmeran, Tonka Bean","['Sour Cherry', 'Pink Pepper', 'Jasmine', 'Cashmeran', 'Tonka Bean']"
https://www.fragrantica.com/perfume/Xerjoff/Bouquet-Ideale-11800.html,Bouquet Ideale,Xerjoff,women,"Cinnamon, Nutmeg","Guaiac Wood, Sandalwood, Virginia Cedar, Papyrus","Vanille, Coumarin, Tobacco Blossom, French, Musk",4.15,2010,woody,3.434,"Cinnamon, Nutmeg, Guaiac Wood, Sandalwood, Virginia Cedar, Papyrus, Vanille, Coumarin, Tobacco Blossom, French, Musk","['Cinnamon', 'Nutmeg', 'Guaiac Wood', 'Sandalwood', 'Virginia Cedar', 'Papyrus', 'Vanille', 'Coumarin', 'Tobacco Blossom', 'French', 'Musk']"
https://www.fragrantica.com/perfume/Xerjoff/Apollonia-55970.html,Apollonia,Xerjoff,women and men,White Flowers,Orris,White Musk,4.17,2019,musky,3.727,"White Flowers, Orris, White Musk","['White Flowers', 'Orris', 'White Musk']"
https://www.fragrantica.com/perfume/Montblanc/Explorer-Platinum-81392.html,Explorer Platinum,Montblanc,men,Violet Leaves,Clary Sage,Cedarwood,3.86,2023,woody,3.523,"Violet Leaves, Clary Sage, Cedarwood","['Violet Leaves', 'Clary Sage', 'Cedarwood']"
https://www.fragrantica.com/perfume/Cacharel/LouLou-1276.html,LouLou,Cacharel,women,"Plum, Chinese Cinnamon Wood, Iris, Violet, Lily, Anise, Jasmine, Mimosa, Cassia","Ylang, Ylang, Heliotrope, Orris Root, Orange Blossom, Tahitian Tiare Flower","Incense, Vanilla, Benzoin, Sandalwood, Musk",3.82,1987,warm spicy,3.946,"Plum, Chinese Cinnamon Wood, Iris, Violet, Lily, Anise, Jasmine, Mimosa, Cassia, Ylang, Ylang, Heliotrope, Orris Root, Orange Blossom, Tahitian Tiare Flower, Incense, Vanilla, Benzoin, Sandalwood, Musk","['Plum', 'Chinese Cinnamon Wood', 'Iris', 'Violet', 'Lily', 'Anise', 'Jasmine', 'Mimosa', 'Cassia', 'Ylang', 'Ylang', 'Heliotrope', 'Orris Root', 'Orange Blossom', 'Tahitian Tiare Flower', 'Incense', 'Vanilla', 'Benzoin', 'Sandalwood', 'Musk']"
https://www.fragrantica.com/perfume/Tommy-Hilfiger/Tommy-6314.html,Tommy,Tommy Hilfiger,men,"Mint, Bergamot, Grapefruit, Lavender","Granny Smith, Cranberry, Rose","Cotton Flower, Cactus, Amber",3.94,1995,green,2.772,"Mint, Bergamot, Grapefruit, Lavender, Granny Smith, Cranberry, Rose, Cotton Flower, Cactus, Amber","['Mint', 'Bergamot', 'Grapefruit', 'Lavender', 'Granny Smith', 'Cranberry', 'Rose', 'Cotton Flower', 'Cactus', 'Amber']"
https://www.fragrantica.com/perfume/Coach/Coach-Green-81391.html,Coach Green,Coach,men,"Kiwi, Bergamot","Rosemary, Geranium","Cedar, Moss",4.17,2023,aromatic,3.058,"Kiwi, Bergamot, Rosemary, Geranium, Cedar, Moss","['Kiwi', 'Bergamot', 'Rosemary', 'Geranium', 'Cedar', 'Moss']"
https://www.fragrantica.com/perfume/Gucci/Gucci-Guilty-Pour-Homme-Parfum-71378.html,Gucci Guilty Pour Homme Parfum,Gucci,men,"Juniper, Lavender, Lemon","Orange Blossom, Nutmeg, Spanish Labdanum","Dry Wood, Patchouli, Musk",3.86,2022,woody,3.044,"Juniper, Lavender, Lemon, Orange Blossom, Nutmeg, Spanish Labdanum, Dry Wood, Patchouli, Musk","['Juniper', 'Lavender', 'Lemon', 'Orange Blossom', 'Nutmeg', 'Spanish Labdanum', 'Dry Wood', 'Patchouli', 'Musk']"
https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-31445.html,Boss The Scent,Hugo Boss,men,"Ginger, Mandarin Orange, Bergamot","Maninka, Lavender","Leather, Woody Notes",3.73,2015,citrus,2.867,"Ginger, Mandarin Orange, Bergamot, Maninka, Lavender, Leather, Woody Notes","['Ginger', 'Mandarin Orange', 'Bergamot', 'Maninka', 'Lavender', 'Leather', 'Woody Notes']"
https://www.fragrantica.com/perfume/Gucci/Flora-Gorgeous-Orchid-94979.html,Flora Gorgeous Orchid,Gucci,women,Vanilla,Vanilla Orchid,Ozonic,4.01,2024,floral,2.977,"Vanilla, Vanilla Orchid, Ozonic","['Vanilla', 'Vanilla Orchid', 'Ozonic']"
https://www.fragrantica.com/perfume/Al-Rehab/Soft-20116.html,Soft,Al-Rehab,women and men,,,"Citruses, Vanilla, Caramel, Musk, Orchid, Jasmine, Woody Notes, Vetiver",3.99,,citrus,3.458,"Citruses, Vanilla, Caramel, Musk, Orchid, Jasmine, Woody Notes, Vetiver","['Citruses', 'Vanilla', 'Caramel', 'Musk', 'Orchid', 'Jasmine', 'Woody Notes', 'Vetiver']"
https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/Sand-Dance-72384.html,Sand Dance,Stéphane Humbert Lucas 777,women and men,"Whiskey, Coriander, Mandarin Orange, Sesame, Anise","Cacao, Sandalwood, Cashmeran","Tonka Bean, Benzoin, Styrax, White Cedar Extract, Patchouli, Vanilla, Cashmere Wood",4.12,2022,woody,3.453,"Whiskey, Coriander, Mandarin Orange, Sesame, Anise, Cacao, Sandalwood, Cashmeran, Tonka Bean, Benzoin, Styrax, White Cedar Extract, Patchouli, Vanilla, Cashmere Wood","['Whiskey', 'Coriander', 'Mandarin Orange', 'Sesame', 'Anise', 'Cacao', 'Sandalwood', 'Cashmeran', 'Tonka Bean', 'Benzoin', 'Styrax', 'White Cedar Extract', 'Patchouli', 'Vanilla', 'Cashmere Wood']"
https://www.fragrantica.com/perfume/Zoologist-Perfumes/Harvest-Mouse-78580.html,Harvest Mouse,Zoologist Perfumes,women and men,"Chamomile, Clove, Orange Blossom, Bergamot","Beer, Ale, Hay, Benzoin, Opoponax, Davana, Rose Oil","Vanilla, Sandalwood, Peru Balsam, Cedar, Balsam Fir, Oakmoss",4.17,2023,woody,3.425,"Chamomile, Clove, Orange Blossom, Bergamot, Beer, Ale, Hay, Benzoin, Opoponax, Davana, Rose Oil, Vanilla, Sandalwood, Peru Balsam, Cedar, Balsam Fir, Oakmoss","['Chamomile', 'Clove', 'Orange Blossom', 'Bergamot', 'Beer', 'Ale', 'Hay', 'Benzoin', 'Opoponax', 'Davana', 'Rose Oil', 'Vanilla', 'Sandalwood', 'Peru Balsam', 'Cedar', 'Balsam Fir', 'Oakmoss']"
